Time,r.ankle Acceleration X (m/s^2),r.ankle Acceleration Y (m/s^2),r.ankle Acceleration Z (m/s^2),r.ankle Angular Velocity X (rad/s),r.ankle Angular Velocity Y (rad/s),r.ankle Angular Velocity Z (rad/s),r.ankle Magnetic Field X (uT),r.ankle Magnetic Field Y (uT),r.ankle Magnetic Field Z (uT),l.ankle Acceleration X (m/s^2),l.ankle Acceleration Y (m/s^2),l.ankle Acceleration Z (m/s^2),l.ankle Angular Velocity X (rad/s),l.ankle Angular Velocity Y (rad/s),l.ankle Angular Velocity Z (rad/s),l.ankle Magnetic Field X (uT),l.ankle Magnetic Field Y (uT),l.ankle Magnetic Field Z (uT),r.thigh Acceleration X (m/s^2),r.thigh Acceleration Y (m/s^2),r.thigh Acceleration Z (m/s^2),r.thigh Angular Velocity X (rad/s),r.thigh Angular Velocity Y (rad/s),r.thigh Angular Velocity Z (rad/s),r.thigh Magnetic Field X (uT),r.thigh Magnetic Field Y (uT),r.thigh Magnetic Field Z (uT),l.thigh Acceleration X (m/s^2),l.thigh Acceleration Y (m/s^2),l.thigh Acceleration Z (m/s^2),l.thigh Angular Velocity X (rad/s),l.thigh Angular Velocity Y (rad/s),l.thigh Angular Velocity Z (rad/s),l.thigh Magnetic Field X (uT),l.thigh Magnetic Field Y (uT),l.thigh Magnetic Field Z (uT),head Acceleration X (m/s^2),head Acceleration Y (m/s^2),head Acceleration Z (m/s^2),head Angular Velocity X (rad/s),head Angular Velocity Y (rad/s),head Angular Velocity Z (rad/s),head Magnetic Field X (uT),head Magnetic Field Y (uT),head Magnetic Field Z (uT),sternum Acceleration X (m/s^2),sternum Acceleration Y (m/s^2),sternum Acceleration Z (m/s^2),sternum Angular Velocity X (rad/s),sternum Angular Velocity Y (rad/s),sternum Angular Velocity Z (rad/s),sternum Magnetic Field X (uT),sternum Magnetic Field Y (uT),sternum Magnetic Field Z (uT),waist Acceleration X (m/s^2),waist Acceleration Y (m/s^2),waist Acceleration Z (m/s^2),waist Angular Velocity X (rad/s),waist Angular Velocity Y (rad/s),waist Angular Velocity Z (rad/s),waist Magnetic Field X (uT),waist Magnetic Field Y (uT),waist Magnetic Field Z (uT)
1305397830375000,-9.505329,1.699575,-1.892248,0.324279,0.024162,-0.009487,48.327108,11.696472,13.855732,-9.574696,-0.851419,-1.834554,0.021193,0.007522,-0.010739,45.576067,-30.121156,12.126821,-9.63816,-0.211167,-1.719611,0.049684,-0.010079,0.005806,35.926986,-2.63182,-47.655906,-9.497075,-1.251155,-1.37413,0.189313,0.194266,-0.013896,38.834281,-58.956882,-31.000772,-8.591219,-0.055285,-4.574609,0.234975,0.090408,-0.039311,18.459982,-49.775197,-81.782186,-9.597866,0.284209,-1.360022,-0.02945,0.195388,0.069875,28.73569,-24.17875,-57.131519,-8.681839,0.006609,4.52284,0.184719,1.177778,-0.03453,38.617001,-17.917931,-19.957035
1305397830382810,-9.50547,1.708415,-1.88109,0.332658,0.030851,-0.012573,48.327108,11.696472,13.855732,-9.570279,-0.84928,-1.832286,0.016421,0.010629,-0.012304,45.566728,-30.596542,12.636934,-9.631383,-0.227312,-1.686717,0.046822,-0.007906,-0.030564,36.739875,-2.648906,-49.340491,-9.487675,-1.262601,-1.402428,0.195815,0.20075,-0.019931,38.789005,-60.001629,-31.720369,-8.586294,-0.041311,-4.57228,0.238407,0.103211,-0.003145,19.031315,-48.958654,-83.16373,-9.597751,0.291315,-1.392811,-0.035855,0.203825,0.00461,24.088043,-20.733898,-52.150794,-8.700314,0.024828,4.52993,0.180482,1.178435,-0.058437,31.255889,-17.963966,-17.391183
1305397830390620,-9.496789,1.732579,-1.863234,0.319422,0.027141,-0.012699,47.843414,12.189209,13.825152,-9.563638,-0.84716,-1.839098,0.021184,0.005982,-0.010755,45.576067,-30.121156,12.126821,-9.589096,-0.217214,-1.677233,0.041755,-0.019232,-0.018362,35.933846,-2.649907,-48.494932,-9.511717,-1.267687,-1.411836,0.201053,0.204398,-0.002099,37.95054,-63.131937,-30.49869,-8.57715,-0.05272,-4.57227,0.238157,0.092183,-0.045417,18.458825,-48.928273,-81.764626,-9.60924,0.314745,-1.353011,-0.03866,0.211425,0.040398,26.964997,-22.085295,-42.72023,-8.702528,0.034043,4.536997,0.176151,1.176103,-0.02261,36.033142,-24.062305,-22.802361
1305397830398430,-9.484113,1.641902,-1.896805,0.297927,0.031366,-0.012985,47.850047,12.183239,13.315066,-9.568186,-0.840468,-1.839108,0.024372,0.013753,-0.018664,46.062393,-30.119668,12.612947,-9.615067,-0.231655,-1.670244,0.047121,0.003614,-0.0488,35.103119,-3.684755,-47.671664,-9.508845,-1.242097,-1.421259,0.209096,0.205825,-0.020125,37.970129,-60.015868,-32.597336,-8.565334,-0.045568,-4.567602,0.231663,0.105228,-0.033412,19.686186,-49.791672,-82.445976,-9.604605,0.307743,-1.383451,-0.026334,0.202399,0.010713,27.17816,-27.594421,-48.1956,-8.674463,0.03215,4.546378,0.174685,1.180743,0.03119,38.521854,-20.855621,-20.187059
1305397830406250,-9.468423,1.650529,-1.872289,0.294566,0.029689,-0.011445,48.326104,12.186028,13.833991,-9.585885,-0.846847,-1.827751,0.021239,0.015221,-0.010662,46.065291,-30.127018,12.12866,-9.600936,-0.226731,-1.663163,0.040222,-0.017503,-0.024423,35.926986,-2.63182,-47.655906,-9.520371,-1.216763,-1.411812,0.228129,0.202006,0.021285,38.789005,-60.001629,-31.720369,-8.560323,-0.026967,-4.558277,0.234933,0.101941,-0.033396,19.059547,-49.790816,-82.469818,-9.616441,0.307553,-1.355346,-0.02494,0.194623,0.016479,29.494132,-27.780628,-48.108959,-8.648626,0.034836,4.5181,0.177919,1.172871,-0.028599,36.128289,-21.124616,-22.572337
1305397830414060,-9.477872,1.677149,-1.865556,0.284553,0.039355,-0.008506,47.843414,12.189209,13.825152,-9.583888,-0.831425,-1.823233,0.016475,0.013646,-0.005885,46.055952,-30.602404,12.638772,-9.551558,-0.209552,-1.684211,0.032202,-0.010954,-0.018338,34.391763,-0.638477,-49.276304,-9.543973,-1.196291,-1.392927,0.235625,0.202781,-0.032532,38.766976,-61.042742,-31.588478,-8.569518,-0.017867,-4.574611,0.239638,0.103899,-0.051634,19.111383,-48.067442,-81.011751,-9.614107,0.30523,-1.364713,-0.027984,0.203048,-0.007128,24.467264,-22.534837,-47.639514,-8.615732,0.042258,4.52277,0.174686,1.167969,0.02514,36.178332,-17.996689,-19.911892
1305397830421870,-9.485138,1.714677,-1.92792,0.28148,0.024124,-0.016253,48.327108,11.696472,13.855732,-9.577375,-0.820496,-1.811897,0.016439,0.009042,-0.007528,46.538736,-31.091003,12.666436,-9.565579,-0.205199,-1.726533,0.046413,-0.005335,0.017933,35.134677,-2.668995,-48.488397,-9.541127,-1.170692,-1.374064,0.244087,0.207995,-0.020711,37.972568,-62.090825,-30.63058,-8.553187,-0.019895,-4.560608,0.236749,0.10162,-0.009171,19.059547,-49.790816,-82.469818,-9.606903,0.31243,-1.376428,-0.03104,0.205508,0.004755,26.798938,-25.793482,-52.70688,-8.599351,0.042504,4.536874,0.167289,1.17791,0.00128,41.005628,-20.967101,-22.662624
1305397830429680,-9.465873,1.791591,-1.941219,0.299694,0.041122,-0.016173,47.843414,12.189209,13.825152,-9.572989,-0.816151,-1.807362,0.02439,0.009054,-0.010725,46.049511,-31.085141,12.664597,-9.570963,-0.240296,-1.768888,0.043791,-0.015478,-0.06083,35.958544,-1.616061,-48.472639,-9.547789,-1.140621,-1.348121,0.247588,0.201668,-0.014846,37.994597,-61.049712,-30.762471,-8.567043,-0.01327,-4.579226,0.233614,0.10608,0.027151,19.111383,-48.067442,-81.011751,-9.604852,0.291202,-1.378758,-0.013378,0.208211,0.02896,36.35117,-28.657124,-50.265358,-8.580633,0.040468,4.527435,0.169894,1.186626,-0.028538,43.584549,-18.140891,-24.908165
1305397830437500,-9.471158,1.842428,-1.925542,0.296216,0.026461,-0.0114,47.843414,12.189209,13.825152,-9.561734,-0.825154,-1.805078,0.021221,0.018364,-0.01702,46.05885,-30.609754,12.154485,-9.605808,-0.22466,-1.80183,0.049982,-0.008062,-0.024519,35.965404,-1.634148,-49.311665,-9.530432,-1.107793,-1.333984,0.244156,0.217944,-0.008714,38.017844,-61.046078,-29.910983,-8.558124,-0.036242,-4.614197,0.233223,0.106753,-0.021325,19.686186,-49.791672,-82.445976,-9.619145,0.283912,-1.395143,-0.024517,0.20584,0.040547,29.205791,-25.661815,-50.203917,-8.559749,0.024561,4.525073,0.181596,1.193452,0.025305,41.055671,-17.839174,-20.002178
1305397830445310,-9.484378,1.818342,-1.934475,0.298186,0.035932,-0.020848,48.332738,12.180058,13.323905,-9.56811,-0.84497,-1.780079,0.022859,0.01517,-0.005871,46.049511,-31.085141,12.664597,-9.638447,-0.222876,-1.76428,0.058226,-0.004783,-0.04277,35.130557,-3.757103,-51.027767,-9.505584,-1.058576,-1.324563,0.218822,0.213874,-0.032171,38.017844,-61.046078,-29.910983,-8.569918,-0.043409,-4.579216,0.243197,0.106425,0.008896,19.11254,-48.914366,-81.029311,-9.633375,0.281335,-1.388112,-0.029092,0.213507,0.034712,22.759377,-32.731132,-53.844253,-8.576264,0.017385,4.536861,0.17104,1.199904,-0.004558,43.25894,-23.445557,-18.076946
1305397830453120,-9.501691,1.76562,-1.956817,0.301591,0.032615,-0.023915,47.850047,12.183239,13.315066,-9.583982,-0.824831,-1.800541,0.024408,0.016801,-0.015439,46.055952,-30.602404,12.638772,-9.647375,-0.202035,-1.736067,0.049703,-0.008469,0.0058,35.916008,-3.701841,-49.356249,-9.519447,-1.030969,-1.33397,0.214736,0.206664,0.021546,38.016625,-60.008599,-30.894361,-8.5748,-0.055068,-4.579214,0.241273,0.10202,-0.033447,19.032472,-49.805578,-83.18129,-9.645172,0.283514,-1.37406,-0.035106,0.22743,0.02307,29.09921,-22.907252,-47.466232,-8.609063,0.0169,4.539255,0.158873,1.199964,0.019314,45.8428,-17.301183,-15.23162
1305397830460930,-9.490266,1.756655,-1.936778,0.319574,0.026927,-0.017394,47.850047,12.183239,13.315066,-9.579537,-0.824855,-1.830052,0.022815,0.015249,-0.013857,46.055952,-30.602404,12.638772,-9.67521,-0.186277,-1.773697,0.056431,-0.011352,-0.030607,36.715177,-3.682753,-49.362784,-9.524445,-1.042672,-1.34104,0.20098,0.202668,-0.008075,38.016625,-60.008599,-30.894361,-8.591217,-0.057667,-4.600213,0.23503,0.101537,-0.003097,19.685029,-48.944748,-82.428416,-9.647573,0.281115,-1.371716,-0.03569,0.205926,0.028434,22.364454,-27.857756,-53.201526,-8.620648,0.025976,4.546333,0.169502,1.207698,-0.004516,36.083185,-20.934378,-20.141915
1305397830468750,-9.503597,1.739207,-1.932326,0.323095,0.034953,-0.023681,47.850047,12.183239,13.315066,-9.59302,-0.815799,-1.845958,0.024453,0.013611,-0.004289,46.055952,-30.602404,12.638772,-9.638526,-0.225233,-1.785434,0.072565,-0.011644,-0.036766,35.898169,-4.753774,-50.217567,-9.544254,-1.077863,-1.341033,0.190974,0.21073,-0.001884,37.198969,-61.060316,-30.787951,-8.614514,-0.053453,-4.60256,0.23814,0.100161,-0.021281,19.085465,-48.929129,-81.740784,-9.65951,0.273844,-1.357658,-0.032266,0.217373,0.010983,27.193861,-30.666859,-53.349607,-8.64834,0.053301,4.539312,0.17036,1.208448,-0.034385,38.712149,-14.980242,-19.727011
1305397830476560,-9.514487,1.708504,-1.914519,0.324992,0.026446,-0.031422,48.331734,12.669614,13.302165,-9.588245,-0.837946,-1.850466,0.022823,0.012122,-0.009096,46.05885,-30.609754,12.154485,-9.596615,-0.236107,-1.773626,0.078887,0.002297,-0.006544,35.89131,-4.735687,-49.378542,-9.540236,-1.121916,-1.37405,0.179691,0.201141,0.016144,37.994597,-61.049712,-30.762471,-8.618988,-0.041957,-4.611896,0.235015,0.085195,-0.02107,19.085465,-48.929129,-81.740784,-9.654746,0.276272,-1.348294,-0.041958,0.212722,0.004717,29.024031,-26.297564,-55.036561,-8.669426,0.052989,4.541692,0.166342,1.204209,-0.010519,38.667044,-14.790004,-17.296589
1305397830484370,-9.520889,1.67995,-1.890026,0.333019,0.035275,-0.023567,47.850047,12.183239,13.315066,-9.597111,-0.840027,-1.848194,0.024463,0.021373,-0.010601,45.569626,-30.603892,12.152646,-9.639225,-0.264838,-1.773733,0.072604,0.00108,-0.02469,34.353346,-1.63615,-47.620545,-9.555231,-1.157025,-1.397618,0.173023,0.201037,0.016258,37.220998,-60.019203,-30.919841,-8.62822,-0.035176,-4.618901,0.239925,0.091711,-0.009072,18.512975,-48.898748,-80.34168,-9.668767,0.287868,-1.336587,-0.04371,0.20238,0.034114,28.91745,-23.543001,-52.298875,-8.681137,0.052815,4.539352,0.163204,1.202296,-0.016513,38.617001,-17.917931,-19.957035
1305397830492180,-9.523616,1.710889,-1.878836,0.351148,0.02445,-0.021702,47.850047,12.183239,13.315066,-9.594982,-0.83345,-1.836853,0.018024,0.019943,-0.020198,46.05885,-30.609754,12.154485,-9.641834,-0.283475,-1.733807,0.07726,-0.004027,-0.012572,35.933846,-2.649907,-48.494932,-9.543722,-1.170558,-1.416477,0.189427,0.20827,0.004092,38.017844,-61.046078,-29.910983,-8.625506,-0.0143,-4.611911,0.233758,0.087825,0.027379,18.432907,-49.789959,-82.493659,-9.656793,0.297508,-1.360013,-0.033868,0.211355,0.046438,21.68119,-20.865566,-54.653757,-8.707085,0.040876,4.546442,0.169021,1.196997,0.007371,40.960523,-20.776863,-20.232202
1305397830500000,-9.532787,1.726632,-1.880957,0.34113,0.028158,-0.029734,48.335877,12.179802,13.324855,-9.590432,-0.840158,-1.825492,0.019645,0.018337,-0.013825,45.566728,-30.596542,12.636934,-9.662944,-0.290799,-1.693899,0.065967,-0.006987,-0.012493,35.958544,-1.616061,-48.472639,-9.537044,-1.198298,-1.414135,0.193989,0.214402,-0.01981,37.176941,-62.101429,-30.65606,-8.611088,0.006773,-4.576926,0.233579,0.079948,-0.002816,19.657954,-48.959511,-83.139889,-9.647114,0.302205,-1.392829,-0.02421,0.20371,0.05238,29.205791,-25.661815,-50.203917,-8.713959,0.050016,4.532329,0.166814,1.192679,0.025266,41.100775,-18.029411,-22.4326
1305397830507810,-9.527829,1.697866,-1.892146,0.324544,0.030974,-0.028385,47.853154,12.182983,13.316015,-9.5904,-0.842364,-1.827759,0.013279,0.019892,-0.013808,46.065291,-30.127018,12.12866,-9.650562,-0.255589,-1.663282,0.065669,-0.018507,0.005744,35.109979,-3.702842,-48.51069,-9.522779,-1.202671,-1.38115,0.200604,0.211154,-0.025911,37.994597,-61.049712,-30.762471,-8.587613,0.011811,-4.55126,0.236712,0.081807,-0.014982,19.031315,-48.958654,-83.16373,-9.613781,0.316883,-1.41158,-0.023994,0.211306,0.052584,27.26904,-27.276547,-45.779278,-8.723646,0.029072,4.539397,0.16923,1.199983,0.001414,36.128289,-21.124616,-22.572337
1305397830515620,-9.513829,1.671155,-1.918948,0.308057,0.032008,-0.030153,47.853154,12.182983,13.316015,-9.586342,-0.815931,-1.823256,0.013288,0.01832,-0.010629,45.569626,-30.603892,12.152646,-9.643179,-0.236796,-1.646795,0.061181,-0.008405,-0.018521,35.159375,-1.635149,-48.466105,-9.511297,-1.230328,-1.390597,0.212418,0.214797,-0.014157,37.222217,-61.056682,-29.936463,-8.59205,0.025625,-4.567594,0.235083,0.094899,-0.003015,19.038255,-54.040199,-83.269093,-9.599619,0.314739,-1.425634,-0.025647,0.209967,0.046573,24.103744,-23.806336,-57.304801,-8.739936,0.033445,4.506462,0.140868,1.203747,0.019294,38.521854,-20.855621,-20.187059
1305397830523430,-9.511729,1.684329,-1.943456,0.276583,0.032701,-0.028962,48.335877,12.179802,13.324855,-9.593179,-0.804798,-1.816462,0.013225,0.01532,-0.018646,45.569626,-30.603892,12.152646,-9.621681,-0.208491,-1.681977,0.056153,-0.007007,0.005755,35.127817,-2.650908,-47.649372,-9.52321,-1.225896,-1.374085,0.217291,0.218011,-0.020186,37.220998,-60.019203,-30.919841,-8.606244,0.016115,-4.56993,0.225513,0.092894,0.015261,19.031315,-48.958654,-83.16373,-9.585457,0.312596,-1.442029,-0.030443,0.208049,0.052364,26.980698,-25.157733,-47.874237,-8.761222,0.02158,4.532378,0.165276,1.187699,0.019258,41.055671,-17.839174,-20.002178
1305397830531250,-9.484167,1.657443,-1.952439,0.270016,0.030775,-0.03059,47.852151,12.672572,13.294273,-9.590852,-0.811487,-1.796021,0.014828,0.013744,-0.015468,46.05885,-30.609754,12.154485,-9.597697,-0.173138,-1.705395,0.069295,-0.006899,-0.024639,35.958544,-1.616061,-48.472639,-9.539908,-1.221555,-1.366997,0.230923,0.208705,-0.008548,37.175721,-61.06395,-31.639438,-8.608753,0.006817,-4.58159,0.228512,0.093346,-0.015062,19.633193,-50.668121,-83.886482,-9.583268,0.300814,-1.437339,-0.038439,0.206257,0.052149,28.719988,-21.106313,-51.977512,-8.744786,0.024134,4.530005,0.16194,1.192258,-0.034499,38.526792,-17.537456,-15.096191
1305397830539060,-9.475816,1.705852,-1.954616,0.271623,0.034181,-0.029032,48.334873,12.669391,13.303113,-9.597418,-0.811286,-1.800563,0.027589,0.019735,-0.015506,46.06419,-30.120985,12.613355,-9.59721,-0.142773,-1.728816,0.069424,-0.000476,-0.030728,35.141536,-2.687082,-49.327423,-9.551138,-1.179962,-1.355188,0.232896,0.22225,0.021337,38.857529,-58.953248,-30.149284,-8.597552,-0.020762,-4.567579,0.229908,0.103571,-0.033378,20.258675,-49.822053,-83.84508,-9.585389,0.317316,-1.432664,-0.027132,0.212716,0.052555,29.114911,-25.979689,-52.620239,-8.707125,0.036246,4.522901,0.159858,1.184623,-0.022599,41.005628,-20.967101,-22.662624
1305397830546870,-9.474372,1.761001,-1.94117,0.270018,0.032415,-0.030603,48.328238,12.675361,13.813234,-9.586258,-0.813683,-1.784667,0.013272,0.024389,-0.015456,46.546987,-30.609597,12.64102,-9.597752,-0.168465,-1.773502,0.048355,-0.004985,-0.018458,34.342367,-2.70617,-49.320889,-9.55278,-1.138194,-1.345745,0.229567,0.205761,0.009354,37.948101,-61.05698,-32.465446,-8.628318,-0.042139,-4.572253,0.233292,0.091901,-0.027199,20.28575,-49.807291,-83.133608,-9.611421,0.316908,-1.392847,-0.027109,0.21447,0.046661,26.889818,-25.475607,-50.290558,-8.704936,0.024718,4.508772,0.16513,1.189441,0.025243,43.304045,-23.635795,-20.507368
1305397830554680,-9.487864,1.754585,-1.936705,0.27813,0.027975,-0.025774,48.328238,12.675361,13.813234,-9.579386,-0.827044,-1.777837,0.01646,0.024381,-0.015457,46.546987,-30.609597,12.64102,-9.614902,-0.210725,-1.782983,0.038764,0.000071,-0.018421,34.342367,-2.70617,-49.320889,-9.547576,-1.114875,-1.3316,0.214088,0.206605,-0.020206,37.948101,-61.05698,-32.465446,-8.61458,-0.058095,-4.572239,0.22354,0.088573,-0.033141,20.28575,-49.807291,-83.133608,-9.630286,0.321333,-1.355376,-0.028774,0.207166,0.07614,26.889818,-25.475607,-50.290558,-8.67676,0.029759,4.511093,0.167358,1.195335,0.007357,43.304045,-23.635795,-20.507368
1305397830562500,-9.494129,1.717196,-1.918911,0.294663,0.023589,-0.025546,47.787867,12.400023,13.67751,-9.572683,-0.829322,-1.798263,0.02441,0.021283,-0.01549,45.780589,-30.865205,12.661096,-9.59928,-0.250072,-1.801807,0.042129,0.008132,-0.024536,35.734014,-1.46666,-49.15499,-9.518652,-1.105058,-1.326909,0.20887,0.201334,-0.03805,37.458747,-60.396531,-31.706165,-8.579629,-0.06442,-4.558223,0.238281,0.088461,-0.015077,18.938305,-48.350519,-82.922007,-9.639744,0.321199,-1.367082,-0.026999,0.219262,0.040848,27.828098,-26.517805,-49.076435,-8.641509,0.037213,4.50399,0.173384,1.193022,0.025283,42.397602,-27.647077,-25.549357
1305397830570310,-9.475887,1.708103,-1.921173,0.293161,0.023321,-0.03026,47.910699,12.737839,13.508527,-9.563851,-0.825013,-1.814159,0.022825,0.019715,-0.01231,45.698009,-30.45283,12.507732,-9.62296,-0.269106,-1.773668,0.051386,0.002587,0.011809,36.307934,-3.766115,-48.159999,-9.518514,-1.098094,-1.338693,0.206193,0.200421,0.003753,38.000321,-60.718117,-31.679182,-8.584226,-0.05987,-4.565224,0.236473,0.093676,-0.033305,19.440025,-49.6119,-82.479373,-9.64441,0.325845,-1.350691,-0.038267,0.212334,0.052313,26.073835,-25.919647,-48.673417,-8.625174,0.03283,4.499261,0.167964,1.202719,-0.010524,39.595376,-19.958757,-17.176632
1305397830578120,-9.478699,1.743478,-1.892143,0.296417,0.021859,-0.028644,47.725675,12.579164,12.974286,-9.570759,-0.809417,-1.839154,0.02441,0.022838,-0.017071,45.529145,-30.607197,12.55877,-9.629963,-0.271522,-1.74078,0.042184,-0.001289,-0.042688,34.246159,-1.772954,-49.390531,-9.511943,-1.132808,-1.357567,0.211726,0.194554,0.03345,37.602765,-55.268216,-32.341791,-8.572421,-0.052711,-4.579214,0.228529,0.085132,-0.021019,19.646594,-48.74141,-81.374207,-9.62601,0.290688,-1.357702,-0.02097,0.203116,0.070255,33.678868,-23.913017,-48.805655,-8.615977,0.02141,4.501601,0.165756,1.211174,0.013421,39.577064,-25.203451,-24.481482
1305397830585930,-9.482779,1.712655,-1.889949,0.294827,0.03322,-0.030318,48.427582,12.083438,13.496425,-9.559537,-0.816208,-1.839142,0.022807,0.016635,-0.012341,45.693553,-30.511887,12.534157,-9.606298,-0.259397,-1.703122,0.053252,-0.008156,-0.030601,35.625728,-2.783979,-50.199169,-9.492855,-1.137104,-1.357586,0.201047,0.196881,-0.008114,38.065078,-61.33951,-30.648452,-8.55588,-0.043166,-4.56055,0.231967,0.084827,0.003194,20.120427,-48.625541,-81.956288,-9.658779,0.313818,-1.345997,-0.014678,0.198074,0.088078,26.486725,-26.676556,-56.570929,-8.594874,0.021718,4.485098,0.160765,1.218962,0.019429,37.012376,-18.969255,-19.081282
1305397830593750,-9.48415,1.650914,-1.883339,0.299739,0.033452,-0.028696,47.920618,12.086079,13.485009,-9.577338,-0.815932,-1.848226,0.017953,0.001217,-0.009301,45.663021,-30.502378,12.53167,-9.604011,-0.263992,-1.684323,0.049982,0.001339,-0.01243,34.787093,-2.74855,-47.669379,-9.509747,-1.144382,-1.369358,0.207222,0.199686,-0.038032,38.021958,-62.365476,-30.514209,-8.550957,-0.029191,-4.560553,0.234955,0.10494,-0.009198,18.255767,-48.59585,-81.306418,-9.636252,0.23855,-1.324887,-0.007159,0.191341,0.034587,33.205591,-21.719646,-50.829528,-8.615895,0.026031,4.489833,0.175672,1.229191,0.019524,36.755724,-24.649029,-17.107696
1305397830601560,-9.511053,1.63148,-1.86104,0.306387,0.018828,-0.030069,48.409975,12.076928,12.983728,-9.572724,-0.827045,-1.845939,0.022807,0.011968,-0.007596,45.663021,-30.502378,12.53167,-9.59943,-0.268578,-1.691371,0.051457,-0.014725,-0.018438,35.593122,-2.747549,-48.514938,-9.528822,-1.14009,-1.383482,0.197144,0.206018,-0.037818,38.020739,-61.327998,-31.497587,-8.557597,-0.008481,-4.558232,0.228465,0.111432,-0.00317,18.854174,-47.764545,-81.976489,-9.482706,0.219766,-1.692576,-0.061613,0.227757,0.064113,26.561716,-26.352276,-54.1485,-8.641638,0.027963,4.496926,0.162554,1.217306,0.013449,39.239498,-24.760509,-19.583261
1305397830609370,-9.513229,1.627073,-1.881107,0.296321,0.026924,-0.025552,47.926249,12.569698,12.953147,-9.575178,-0.811551,-1.845962,0.024392,0.015092,-0.012357,46.155158,-30.51559,12.049207,-9.622697,-0.262013,-1.693752,0.050453,-0.02094,0.084663,35.62468,-1.731789,-49.331672,-9.521762,-1.146927,-1.381133,0.202859,0.200368,0.00381,38.066015,-60.283251,-30.77799,-8.566987,-0.010965,-4.553572,0.22845,0.095089,-0.021142,18.855331,-48.611469,-81.99405,-9.469646,0.304944,-1.589588,-0.054157,0.219739,0.004646,24.230042,-23.093631,-49.081134,-8.695472,0.031794,4.515824,0.16906,1.225695,0.019488,39.284602,-24.950747,-22.013683
1305397830617180,-9.515567,1.6337,-1.90116,0.294663,0.023589,-0.025546,47.919615,12.575668,13.463267,-9.577598,-0.798271,-1.841441,0.019547,0.008991,-0.01721,45.659478,-30.992478,12.073194,-9.590743,-0.305691,-1.686702,0.101589,-0.008329,-0.218842,35.62468,-1.731789,-49.331672,-9.509855,-1.151356,-1.390574,0.207819,0.21191,0.009767,38.021958,-62.365476,-30.514209,-8.5926,0.009776,-4.549026,0.232157,0.111802,-0.033498,18.828256,-48.626232,-82.705523,-9.588538,0.42817,-1.20323,0.01265,0.21186,0.071187,33.312172,-24.474209,-53.567213,-8.723369,0.045247,4.508799,0.170221,1.227853,0.037429,39.334645,-21.82282,-19.353237
1305397830625000,-9.497674,1.651045,-1.934598,0.273065,0.026316,-0.022689,48.402337,12.572487,13.472107,-9.573048,-0.80498,-1.83008,0.017962,0.007423,-0.01403,45.663021,-30.502378,12.53167,-9.599555,-0.273268,-1.714879,0.053493,-0.010971,-0.060906,34.787093,-2.74855,-47.669379,-9.519151,-1.13527,-1.383489,0.213938,0.219581,-0.020118,37.270388,-60.293855,-30.80347,-8.592074,0.03988,-4.567696,0.234153,0.094802,-0.003006,19.479657,-46.918477,-81.935087,-9.634873,0.328424,-1.491201,-0.022054,0.225503,0.041115,31.17796,-23.652252,-48.821211,-8.685517,0.045479,4.475733,0.165968,1.221525,0.013481,34.317055,-24.727787,-17.062553
1305397830632810,-9.47961,1.655174,-1.950218,0.269921,0.03584,-0.027499,47.920618,12.086079,13.485009,-9.584038,-0.81368,-1.809638,0.021186,0.01202,-0.012387,46.155158,-30.51559,12.049207,-9.613459,-0.26423,-1.738393,0.060677,-0.013989,0.030008,37.990631,-2.690285,-48.534541,-9.550784,-1.161385,-1.371682,0.220483,0.206383,-0.038215,38.839614,-61.31376,-30.620619,-8.608847,0.016434,-4.560699,0.230728,0.093448,-0.027198,18.14631,-47.807977,-84.134749,-9.568708,0.324683,-1.493559,-0.015994,0.215087,0.040968,25.771871,-16.605522,-52.863046,-8.734738,0.044756,4.496978,0.172182,1.220623,0.025441,32.018638,-22.059092,-19.217808
1305397830640620,-9.463839,1.661539,-1.968062,0.261394,0.032646,-0.019743,47.920618,12.086079,13.485009,-9.55537,-0.796486,-1.775606,0.019655,0.013468,-0.002789,45.663021,-30.502378,12.53167,-9.59202,-0.242867,-1.73363,0.058056,-0.01463,-0.036667,35.631539,-1.749876,-50.170697,-9.524211,-1.14929,-1.369346,0.213868,0.209632,-0.032114,38.883671,-59.231534,-30.8844,-8.611233,0.014081,-4.572361,0.240471,0.091881,-0.027255,19.509045,-48.597563,-81.258735,-9.559194,0.33181,-1.306224,-0.011308,0.212213,0.04099,33.493932,-23.83846,-48.73457,-8.760036,0.076742,4.504079,0.169002,1.215558,0.019429,34.412203,-21.790097,-16.832529
1305397830648430,-9.448501,1.696607,-1.972493,0.258187,0.032397,-0.022911,48.40334,12.082898,13.493849,-9.542021,-0.796678,-1.780144,0.016468,0.015032,-0.00437,46.155158,-30.51559,12.049207,-9.579812,-0.216983,-1.705376,0.056263,-0.011697,-0.012416,35.575284,-3.799482,-49.376256,-9.485343,-1.118385,-1.33873,0.223909,0.206544,-0.032307,37.225112,-61.338602,-31.523067,-8.599873,-0.004232,-4.570015,0.235895,0.097884,0.015118,18.202774,-49.4723,-82.746924,-9.574406,0.260779,-1.420928,-0.006292,0.223714,0.023574,25.771871,-16.605522,-52.863046,-8.717424,0.105102,4.475788,0.168239,1.217798,-0.010435,36.800829,-24.839267,-19.538118
